id,name,name_code,attrition,age,gender,marital_status_id,distance_from_home,hourly_rate,daily_rate,monthly_rate,monthly_income,percent_salary_hike,job_level,job_role_id,business_travel_id,department_id,education_id,num_of_companies_worked,total_working_years,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,stock_option_level,environment_satisfaction_id,job_involvement_id,job_satisfaction_id,performance_rating_id,relationship_satisfaction_id,work_life_balance_id,over_time,workload_pressure_index,engagement_score,engagement_feedback_score,training_hours_last_year,training_hours_last_6_months,training_gap_score,promotion_stagnation_ratio,role_stability_ratio,attrition_risk_class_id,over_time_hours_last_month,late_arrivals_last_month,absence_days_last_month,absence_ratio,work_shift_id
1139,Mary Garcia,mary_garcia,False,32,False,1,5,35,634,18783,3312,17,1,1,1,0,3,3,6,3,3,2,0,2,2,1,3,3,2,3,2,True,2,4,3,45,14,3,0.0,0.667,0,25.166666666666668,14,1,0.0434782608695652,2
1140,Patricia Davis,patricia_davis,False,44,False,0,7,31,1313,3549,19049,14,5,7,1,0,2,0,23,4,22,7,1,10,1,1,2,3,2,3,1,True,5,4,4,46,15,3,0.045,0.318,2,23.6,8,1,0.0434782608695652,1
1141,William Johnson,william_johnson,False,30,True,1,7,48,241,5348,2141,12,1,1,1,0,2,1,6,3,6,4,1,1,1,1,1,1,2,1,1,True,1,2,3,33,12,3,0.167,0.667,2,17.7,15,1,0.0434782608695652,2
1142,Robert Davis,robert_davis,False,45,False,2,5,50,1015,23447,5769,14,2,2,1,0,4,1,10,3,10,7,1,4,0,2,0,0,2,0,2,True,4,1,3,42,19,3,0.1,0.7,2,19.83333333333333,11,2,0.0869565217391304,1
1143,William Smith,william_smith,False,45,True,1,26,52,336,24162,4385,15,2,0,0,1,2,1,10,2,10,7,4,5,1,0,1,0,2,0,2,True,2,1,2,31,16,3,0.4,0.7,2,16.583333333333332,12,1,0.0434782608695652,1
1144,Michael Miller,michael_miller,False,31,True,2,2,54,715,21602,5332,13,2,0,2,1,3,7,10,3,5,2,0,3,0,3,2,0,2,3,2,True,2,2,4,42,20,3,0.0,0.4,1,21.066666666666663,10,1,0.0434782608695652,2
1145,Michael Smith,michael_smith,False,36,False,1,12,76,559,12421,4663,12,2,3,1,0,3,9,7,2,3,2,1,1,2,2,2,2,2,1,2,True,3,2,3,20,8,4,0.333,0.667,1,20.9,8,2,0.0869565217391304,1
1146,Mary Martinez,mary_martinez,False,34,True,0,10,42,426,17000,4724,13,2,3,2,0,3,1,9,3,9,7,7,2,1,2,3,3,2,0,2,True,1,3,2,45,15,3,0.778,0.778,0,21.6,12,1,0.0434782608695652,2
1147,Barbara Davis,barbara_davis,False,49,False,1,25,84,722,22102,3211,14,1,2,1,0,3,1,10,3,9,6,1,4,1,2,2,0,2,3,1,True,2,3,3,33,18,3,0.111,0.667,2,17.133333333333333,9,1,0.0434782608695652,2
1148,Linda Martinez,linda_martinez,False,39,True,1,10,76,1387,3835,5377,13,2,3,1,0,4,2,10,3,7,7,7,7,3,1,2,0,2,3,2,True,3,1,3,38,16,3,1.0,1.0,1,19.71666666666667,13,2,0.0869565217391304,2
1149,Jennifer Miller,jennifer_miller,False,27,True,0,19,67,1302,16290,4066,11,1,2,1,0,2,1,7,3,7,7,0,7,2,3,1,0,2,0,2,True,1,2,2,44,23,3,0.0,1.0,2,21.566666666666663,9,1,0.0434782608695652,1
1150,Jennifer Jones,jennifer_jones,False,35,True,1,18,48,819,26312,5208,11,2,1,1,0,4,1,16,2,16,15,1,10,0,1,3,0,2,3,2,True,2,2,4,19,9,4,0.062,0.938,1,16.6,12,1,0.0434782608695652,1
1151,David Johnson,david_johnson,False,28,False,0,27,39,580,20460,4877,21,2,3,1,0,2,0,6,5,5,3,0,0,1,1,0,0,3,1,1,True,2,1,2,71,37,2,0.0,0.6,2,19.383333333333333,16,2,0.0869565217391304,2
1152,John Brown,john_brown,False,21,True,2,5,97,546,26009,3117,18,1,1,1,0,0,1,3,2,2,2,2,2,0,2,2,3,2,2,2,True,3,3,4,26,15,4,1.0,1.0,0,9.95,11,2,0.0869565217391304,2
1153,Barbara Garcia,barbara_garcia,True,18,False,2,3,70,544,18420,1569,12,1,6,2,1,1,1,0,2,0,0,0,0,0,1,2,3,2,2,3,True,5,4,3,30,17,4,0.0,0.0,2,19.73333333333333,9,1,0.0434782608695652,1
1154,Elizabeth Miller,elizabeth_miller,False,47,False,1,26,98,1176,5220,19658,11,5,5,1,2,3,3,27,2,5,2,1,0,1,3,2,2,2,2,2,True,3,3,2,19,9,4,0.2,0.4,0,20.23333333333333,14,2,0.0869565217391304,2
1155,Elizabeth Davis,elizabeth_davis,False,39,True,0,3,76,170,10302,3069,15,2,2,1,0,1,0,11,3,10,8,0,7,1,2,1,2,2,3,2,True,2,1,4,34,15,3,0.0,0.8,0,19.916666666666668,13,1,0.0434782608695652,1
1156,Robert Davis,robert_davis,False,40,False,1,15,80,884,25800,10435,13,3,3,1,0,2,1,18,2,18,15,14,12,2,0,1,2,2,3,2,True,2,2,3,29,11,4,0.778,0.833,0,21.05,11,1,0.0434782608695652,2
1157,Robert Brown,robert_brown,False,35,False,1,8,52,208,12250,4148,12,2,4,0,0,3,1,15,5,14,11,2,9,1,2,2,2,2,3,2,True,2,3,4,41,24,3,0.143,0.786,0,19.1,12,1,0.0434782608695652,2
1158,William Martinez,william_martinez,False,37,True,1,19,85,671,26493,5768,17,2,3,1,0,2,3,9,2,4,3,0,2,3,2,2,2,2,0,1,True,3,3,2,18,8,4,0.0,0.75,1,20.58333333333333,15,1,0.0434782608695652,2
1159,James Johnson,james_johnson,False,39,False,2,4,81,711,3140,5042,13,2,3,2,0,2,0,10,2,9,2,3,8,0,0,2,2,2,3,0,True,2,3,4,32,11,3,0.333,0.222,1,14.0,7,1,0.0434782608695652,1
1160,James Brown,james_brown,False,45,False,0,2,59,1329,5388,5770,19,2,3,1,0,1,1,10,3,10,7,3,9,2,3,1,3,2,0,2,True,3,3,3,31,13,3,0.3,0.7,0,18.766666666666666,6,1,0.0434782608695652,2
1161,Elizabeth Garcia,elizabeth_garcia,False,38,False,1,2,54,397,14199,7756,19,3,3,1,0,1,3,10,6,5,4,0,2,1,3,1,2,2,3,3,True,5,2,3,95,32,2,0.0,0.8,1,18.5,9,1,0.0434782608695652,2
1162,William Jones,william_jones,True,35,True,1,10,55,737,21530,10306,17,3,0,1,1,2,9,15,3,13,12,6,0,0,3,1,0,2,2,2,True,2,1,3,28,13,4,0.462,0.923,1,25.166666666666668,12,1,0.0434782608695652,1
1163,James Smith,james_smith,False,37,False,1,10,71,1470,9953,3936,11,1,1,1,0,2,1,8,2,8,4,7,7,1,1,2,1,2,0,0,True,2,2,2,22,10,4,0.875,0.5,2,19.133333333333333,9,1,0.0434782608695652,1
1164,Michael Garcia,michael_garcia,False,40,False,2,16,84,448,19948,7945,15,3,3,1,0,2,6,18,2,4,2,3,3,0,2,2,3,2,3,1,True,4,3,2,28,11,4,0.75,0.5,2,13.35,11,1,0.0434782608695652,2
1165,Barbara Martinez,barbara_martinez,False,44,True,1,1,37,602,10503,5743,11,2,8,2,2,4,4,14,3,10,7,0,2,0,0,2,3,2,2,2,True,4,5,3,40,13,3,0.0,0.7,1,21.066666666666663,17,1,0.0434782608695652,1
1166,Linda Williams,linda_williams,False,48,True,1,4,89,365,5602,15202,25,4,5,2,0,4,2,23,3,2,2,2,2,1,2,1,3,3,1,2,True,3,4,3,38,22,3,1.0,1.0,0,20.78333333333333,9,1,0.0434782608695652,1
1167,James Miller,james_miller,True,35,True,0,15,59,763,22098,5440,14,2,0,1,1,1,6,7,2,2,2,2,2,2,0,0,3,2,3,1,True,4,3,4,24,13,4,1.0,1.0,2,16.433333333333334,11,2,0.0869565217391304,2
1168,Barbara Rodriguez,barbara_rodriguez,False,24,False,2,2,32,567,17218,3760,13,1,1,2,0,0,1,6,2,6,3,1,3,0,0,2,3,2,2,2,True,4,4,3,29,16,4,0.167,0.5,1,20.48333333333333,11,1,0.0434782608695652,2
1169,Robert Garcia,robert_garcia,False,27,False,1,8,86,486,22490,3517,17,1,1,1,0,2,7,5,0,3,2,0,2,0,1,3,2,2,0,2,True,2,4,2,0,0,5,0.0,0.667,1,14.25,10,1,0.0434782608695652,1
1170,William Johnson,william_johnson,False,27,True,2,2,87,591,6297,2580,13,1,1,2,0,2,2,6,0,4,2,1,2,0,3,2,3,2,2,1,True,2,4,3,0,0,5,0.25,0.5,1,15.933333333333334,13,2,0.0869565217391304,1
1171,David Martinez,david_martinez,True,40,True,2,7,73,1329,3339,2166,14,1,2,1,0,2,3,10,3,4,2,0,3,0,0,2,0,2,1,0,True,4,2,2,28,12,4,0.0,0.5,2,15.1,12,1,0.0434782608695652,2
1172,James Garcia,james_garcia,False,29,True,2,10,42,469,23413,5869,11,2,0,1,1,2,9,8,2,5,2,1,4,0,2,1,2,2,2,2,True,1,3,3,26,9,4,0.2,0.4,0,17.633333333333333,15,1,0.0434782608695652,2
1173,David Smith,david_smith,False,36,False,1,5,42,711,22792,8008,12,3,4,1,0,3,4,9,6,3,2,0,2,2,1,2,0,2,2,2,True,2,1,3,60,20,3,0.0,0.667,1,16.633333333333333,12,1,0.0434782608695652,2
1174,Elizabeth Davis,elizabeth_davis,False,25,True,0,2,77,772,4973,5206,17,2,3,2,0,0,1,7,6,7,7,0,7,2,3,3,2,2,2,2,True,3,3,3,64,26,2,0.0,1.0,0,22.816666666666663,12,1,0.0434782608695652,2
1175,Robert Jones,robert_jones,False,39,True,1,12,66,492,7693,5295,21,2,3,1,0,2,4,7,3,5,4,1,0,0,3,2,1,3,2,2,True,2,2,3,35,12,3,0.2,0.8,1,19.0,13,1,0.0434782608695652,2
1176,Patricia Garcia,patricia_garcia,False,49,False,1,22,72,301,3498,16413,16,4,7,1,0,3,3,27,2,4,2,1,2,2,0,2,1,2,1,2,True,1,2,2,16,10,4,0.25,0.5,1,19.95,14,1,0.0434782608695652,1
1177,Mary Williams,mary_williams,False,50,False,0,17,50,813,21981,13269,15,3,7,1,0,4,5,19,3,14,11,1,11,3,3,1,0,2,2,2,True,3,1,3,26,8,4,0.071,0.786,1,22.23333333333333,9,3,0.1304347826086956,2
1178,Michael Brown,michael_brown,False,20,False,2,2,31,1141,13251,2783,19,1,6,1,1,2,1,2,3,2,2,2,2,0,2,2,2,2,0,2,True,2,3,2,40,17,3,1.0,1.0,0,14.9,9,2,0.0869565217391304,2
1179,Robert Martinez,robert_martinez,False,34,False,0,3,66,1130,19332,5433,12,2,1,1,0,2,1,11,2,11,8,7,9,1,3,2,1,2,2,2,True,2,3,3,23,10,4,0.636,0.727,1,21.53333333333333,9,3,0.1304347826086956,2
1180,Jennifer Martinez,jennifer_martinez,False,36,True,2,7,77,311,10950,2013,11,1,2,1,0,2,2,15,4,4,3,1,3,0,0,2,1,2,2,2,True,2,3,3,60,23,3,0.25,0.75,1,24.516666666666666,7,1,0.0434782608695652,2
1181,David Jones,david_jones,False,49,False,1,6,41,465,11652,13966,19,4,4,1,0,0,2,30,3,15,11,2,12,1,2,1,2,2,1,2,True,4,3,2,41,19,3,0.133,0.733,1,17.05,12,2,0.0869565217391304,2
1182,Patricia Martinez,patricia_martinez,False,36,False,1,1,33,894,15411,4374,15,2,3,0,0,3,0,4,6,3,2,1,2,0,3,1,2,2,2,2,True,3,3,3,48,17,3,0.333,0.667,0,19.816666666666663,12,1,0.0434782608695652,2
1183,Elizabeth Garcia,elizabeth_garcia,False,36,True,0,3,79,1040,26308,6842,20,2,4,1,0,1,6,13,3,5,4,0,4,1,3,3,0,3,0,2,True,2,2,3,39,21,3,0.0,0.8,1,18.6,11,1,0.0434782608695652,1
1184,Patricia Davis,patricia_davis,False,54,False,1,22,91,584,18685,17426,25,4,5,1,0,4,3,36,6,10,8,4,7,1,1,2,2,3,2,2,True,2,3,3,52,21,3,0.4,0.8,1,19.816666666666663,11,2,0.0869565217391304,1
1185,Barbara Davis,barbara_davis,False,43,True,1,15,65,1291,3525,17603,24,4,7,1,0,1,1,14,3,14,10,6,11,1,2,1,2,3,0,2,True,1,2,3,43,21,3,0.429,0.714,0,16.016666666666666,14,1,0.0434782608695652,1
1186,John Johnson,john_johnson,True,35,True,2,12,36,880,10414,4581,24,2,0,2,1,3,3,13,2,11,9,6,7,0,3,2,3,3,0,3,True,4,3,3,32,16,3,0.545,0.818,2,20.55,11,1,0.0434782608695652,1
1187,Mary Davis,mary_davis,False,38,True,1,1,90,1189,9867,4735,15,2,1,2,0,2,7,19,4,13,11,2,9,2,3,2,3,2,3,3,True,2,3,3,49,28,3,0.154,0.846,0,14.433333333333334,14,2,0.0869565217391304,2
1188,Elizabeth Smith,elizabeth_smith,False,29,True,0,5,43,991,3356,4187,13,2,0,1,1,2,1,10,3,10,0,0,9,1,0,1,1,2,1,1,True,5,3,2,40,22,3,0.0,0.0,2,24.7,10,1,0.0434782608695652,2
1189,Patricia Martinez,patricia_martinez,False,33,True,0,2,93,392,3921,5505,14,2,0,1,1,3,1,6,5,6,2,0,4,2,3,2,3,2,2,2,True,2,4,4,49,24,3,0.0,0.333,0,17.466666666666665,13,2,0.0869565217391304,2
1190,Patricia Smith,patricia_smith,False,32,True,0,2,45,977,25518,5470,13,2,1,1,0,2,0,10,4,9,5,1,6,2,3,2,1,2,2,1,True,2,2,3,46,19,3,0.111,0.556,2,18.383333333333333,8,1,0.0434782608695652,1
1191,Patricia Martinez,patricia_martinez,False,31,False,1,5,67,1112,22589,5476,11,2,0,1,1,3,1,10,2,10,0,0,2,2,0,2,3,2,0,2,True,2,4,1,30,14,4,0.0,0.0,0,21.58333333333333,10,1,0.0434782608695652,2
1192,Elizabeth Jones,elizabeth_jones,False,49,False,0,16,74,464,24941,2587,16,1,2,1,0,2,4,17,2,2,2,2,2,1,3,2,0,2,1,1,True,4,2,3,19,10,4,1.0,1.0,2,20.183333333333334,11,2,0.0869565217391304,1
1193,Michael Miller,michael_miller,False,38,False,2,2,42,148,23826,2440,22,1,2,2,0,2,1,4,3,4,3,3,3,0,3,1,1,3,1,2,True,3,2,4,30,17,4,0.75,0.75,1,17.35,7,1,0.0434782608695652,2
1194,David Jones,david_jones,False,47,False,0,2,47,1225,21086,15972,14,4,5,1,1,3,6,29,2,3,2,1,2,3,1,3,1,2,2,2,True,3,3,3,23,8,4,0.333,0.667,1,22.08333333333333,11,1,0.0434782608695652,1
1195,William Brown,william_brown,False,49,True,2,1,36,809,22384,15379,14,4,5,1,0,2,4,23,2,8,7,0,0,0,2,2,2,2,0,2,True,1,2,3,27,11,4,0.0,0.875,0,24.5,7,2,0.0869565217391304,1
1196,James Rodriguez,james_rodriguez,False,41,True,2,23,80,1206,11591,7082,16,3,0,1,1,1,3,21,2,2,0,0,2,0,3,2,2,2,3,2,True,4,2,4,22,12,4,0.0,0.0,1,21.816666666666663,8,1,0.0434782608695652,2
1197,William Johnson,william_johnson,False,20,True,2,9,54,727,21082,2728,11,1,6,1,1,0,1,2,3,2,2,0,2,0,3,2,0,2,0,2,True,2,1,2,46,20,3,0.0,1.0,1,17.95,9,1,0.0434782608695652,1
1198,Barbara Johnson,barbara_johnson,False,33,False,0,16,36,530,16130,5368,25,2,0,0,1,2,1,7,2,6,5,1,2,1,2,2,3,3,2,2,True,4,4,4,18,7,4,0.167,0.833,0,15.183333333333334,11,3,0.1304347826086956,2
1199,Robert Smith,robert_smith,False,36,True,1,26,80,1351,7419,5347,14,2,4,1,0,3,6,10,2,3,2,0,2,2,0,2,2,2,1,1,True,1,4,3,22,9,4,0.0,0.667,2,20.55,13,2,0.0869565217391304,1
1200,Jennifer Williams,jennifer_williams,False,44,False,0,1,44,528,4167,3195,18,1,8,1,2,2,4,8,2,2,2,2,2,3,2,2,3,2,0,2,True,4,3,2,27,13,4,1.0,1.0,1,16.433333333333334,11,2,0.0869565217391304,2
1201,Elizabeth Martinez,elizabeth_martinez,True,23,True,2,8,93,1320,20586,3989,11,1,2,1,0,0,1,5,2,5,4,1,2,0,3,1,2,2,0,2,True,4,2,1,20,12,4,0.2,0.8,1,20.25,8,1,0.0434782608695652,1
1202,Barbara Davis,barbara_davis,False,38,False,1,4,87,1495,26176,3306,19,1,2,1,0,1,7,7,5,0,0,0,0,1,3,2,2,2,3,1,True,1,3,4,66,30,2,0.0,0.0,1,19.616666666666667,16,1,0.0434782608695652,1
1203,Jennifer Martinez,jennifer_martinez,False,53,True,1,24,48,1395,3458,7005,15,3,4,1,0,3,3,11,2,4,3,1,2,0,1,3,3,2,2,2,True,1,4,3,19,7,4,0.25,0.75,1,19.433333333333334,10,2,0.0869565217391304,2
1204,John Rodriguez,john_rodriguez,True,48,False,1,7,95,708,11740,2655,11,1,6,2,1,1,2,19,3,9,7,7,7,2,3,2,2,2,2,2,True,3,3,3,25,9,4,0.778,0.778,1,18.25,10,2,0.0869565217391304,1
1205,John Williams,john_williams,True,32,True,2,2,95,1259,24852,1393,12,1,2,1,0,3,1,1,2,1,0,0,0,0,3,2,1,2,0,2,True,3,2,2,18,6,4,0.0,0.0,0,19.2,13,1,0.0434782608695652,2
1206,Barbara Martinez,barbara_martinez,False,26,True,2,7,76,786,11925,2570,20,1,2,0,0,2,1,7,5,7,7,5,7,0,3,2,3,3,2,2,True,2,4,4,77,36,2,0.714,1.0,0,22.73333333333333,11,1,0.0434782608695652,1
1207,Mary Davis,mary_davis,False,55,True,0,22,94,1441,23737,3537,12,1,1,1,0,2,5,8,1,4,2,1,2,1,0,1,1,2,3,2,True,2,3,4,12,6,4,0.25,0.5,2,20.266666666666666,10,1,0.0434782608695652,1
1208,Linda Martinez,linda_martinez,False,34,True,1,5,57,1157,11912,3986,14,2,2,1,0,1,1,15,3,15,10,4,13,1,1,1,3,2,2,3,True,2,3,3,43,16,3,0.267,0.667,0,16.416666666666668,11,2,0.0869565217391304,2
1209,Patricia Davis,patricia_davis,False,60,True,0,1,92,370,20467,10883,20,3,4,1,0,3,3,19,2,1,0,0,0,1,2,0,3,3,2,3,True,2,3,3,21,11,4,0.0,0.0,0,17.666666666666668,10,2,0.0869565217391304,1
1210,William Smith,william_smith,False,33,True,1,21,79,267,13637,2028,18,1,2,1,0,2,1,14,6,14,11,2,13,3,1,3,1,2,3,2,True,2,3,3,76,40,2,0.143,0.786,2,26.766666666666666,12,1,0.0434782608695652,1
1211,David Davis,david_davis,False,37,True,0,1,31,1278,7677,9525,14,2,0,2,1,3,1,6,2,6,3,1,3,2,2,0,3,2,2,1,True,3,3,3,24,9,4,0.167,0.5,1,18.58333333333333,13,1,0.0434782608695652,2
1212,Robert Garcia,robert_garcia,False,34,False,1,19,35,678,20338,2929,12,1,1,1,0,2,1,10,3,10,9,8,7,0,1,1,3,2,1,2,True,2,3,3,47,19,3,0.8,0.9,1,17.3,13,1,0.0434782608695652,1
1213,William Jones,william_jones,True,23,True,0,7,99,427,25103,2275,21,1,6,1,1,2,1,3,2,3,2,0,2,1,2,2,3,3,1,2,True,4,3,4,28,17,4,0.0,0.667,1,20.433333333333334,11,1,0.0434782608695652,1
1214,Jennifer Williams,jennifer_williams,False,44,False,1,2,96,921,14810,7879,19,3,4,1,0,2,1,9,2,8,7,6,7,1,2,3,3,2,1,2,True,4,4,3,28,12,4,0.75,0.875,1,14.766666666666666,9,1,0.0434782608695652,2
1215,Jennifer Garcia,jennifer_garcia,False,35,True,2,2,79,146,13970,4930,14,1,1,2,0,3,0,6,2,5,4,1,4,0,0,1,3,2,2,3,True,4,3,4,17,9,4,0.2,0.8,2,17.366666666666667,8,1,0.0434782608695652,1
1216,Michael Brown,michael_brown,False,43,True,1,2,73,1179,6069,7847,17,2,0,1,1,2,1,10,3,10,9,8,8,1,3,2,3,2,0,2,True,4,4,2,37,16,3,0.8,0.9,1,20.266666666666666,12,1,0.0434782608695652,2
1217,Michael Smith,michael_smith,False,24,True,1,9,62,581,17616,4401,16,1,1,1,0,2,1,5,1,5,3,0,4,1,2,3,2,2,3,2,True,2,4,3,12,6,4,0.0,0.6,0,18.7,7,1,0.0434782608695652,1
1218,Elizabeth Williams,elizabeth_williams,False,41,True,2,6,35,918,15869,9241,12,3,0,1,1,2,1,10,3,10,8,8,7,0,3,2,2,2,1,2,True,2,4,3,46,24,3,0.8,0.8,0,19.2,11,2,0.0869565217391304,1
1219,Mary Jones,mary_jones,False,29,False,1,9,43,1082,25412,2974,17,1,2,1,0,3,9,9,2,5,3,1,2,1,3,2,2,2,2,2,True,2,3,3,20,10,4,0.2,0.6,0,17.0,11,1,0.0434782608695652,2
1220,Barbara Jones,barbara_jones,False,36,False,2,2,51,530,7439,4502,15,2,6,1,1,3,3,17,2,13,7,6,7,0,2,2,3,2,2,1,True,2,3,3,20,11,4,0.462,0.538,1,15.483333333333334,10,3,0.1304347826086956,1
1221,John Smith,john_smith,False,45,True,1,1,74,1238,3395,10748,23,3,4,0,0,0,3,25,3,23,15,14,4,1,2,1,2,3,3,1,True,2,2,4,34,20,3,0.609,0.652,1,22.55,14,1,0.0434782608695652,2
1222,William Johnson,william_johnson,True,24,True,1,22,58,240,11585,1555,11,1,8,1,2,0,1,1,2,1,0,0,0,1,3,0,2,2,2,2,True,2,3,2,20,9,4,0.0,0.0,1,20.683333333333334,11,1,0.0434782608695652,2
1223,Michael Brown,michael_brown,True,47,True,1,9,82,1093,24164,12936,11,4,0,2,1,2,7,25,3,23,5,14,10,0,2,0,2,2,2,0,True,2,2,3,27,10,4,0.609,0.217,1,14.383333333333333,10,2,0.0869565217391304,2
1224,Barbara Williams,barbara_williams,False,26,True,1,17,62,390,6217,2305,15,1,2,1,0,3,1,3,3,3,2,0,2,3,3,0,2,2,2,3,True,3,3,3,45,19,3,0.0,0.667,0,14.983333333333334,9,3,0.1304347826086956,2
1225,Elizabeth Miller,elizabeth_miller,False,45,False,2,28,48,1005,17119,16704,11,4,7,1,0,1,1,21,2,21,6,8,6,0,3,1,1,2,2,2,True,1,2,3,25,13,4,0.381,0.286,2,20.3,7,2,0.0869565217391304,2
1226,Robert Rodriguez,robert_rodriguez,False,32,True,1,10,56,585,17360,3433,13,1,1,2,0,2,6,10,3,5,2,1,3,1,0,2,2,2,0,1,True,2,3,2,45,22,3,0.2,0.4,2,15.416666666666666,11,1,0.0434782608695652,2
1227,Robert Williams,robert_williams,False,31,True,1,2,69,741,18103,3477,14,1,2,1,0,3,1,6,2,5,2,0,3,1,1,2,2,2,3,3,True,2,3,4,29,10,4,0.0,0.4,0,16.116666666666667,13,1,0.0434782608695652,2
1228,Michael Garcia,michael_garcia,False,41,True,1,4,60,552,20794,6430,19,2,8,0,2,2,6,10,4,3,2,1,2,1,2,0,1,2,1,2,True,2,1,3,41,13,3,0.333,0.667,1,25.65,8,1,0.0434782608695652,2
1229,David Smith,david_smith,False,40,False,1,8,92,369,5041,6516,16,2,3,1,0,1,2,18,3,1,0,0,0,1,1,2,0,2,1,2,True,4,1,2,37,19,3,0.0,0.0,2,18.65,13,2,0.0869565217391304,1
1230,William Davis,william_davis,False,24,True,0,29,91,506,3622,3907,13,1,2,1,0,0,1,6,2,6,2,1,2,3,1,2,0,2,1,3,True,1,2,3,17,6,4,0.167,0.333,2,14.183333333333334,11,2,0.0869565217391304,2
1231,Patricia Jones,patricia_jones,False,46,True,2,13,34,717,9697,5562,14,2,4,1,0,3,6,19,3,10,7,0,9,0,2,2,1,2,3,2,True,2,3,3,46,21,3,0.0,0.7,1,15.65,8,2,0.0869565217391304,2
1232,Michael Garcia,michael_garcia,False,35,True,1,27,49,1370,5151,6883,16,2,3,1,0,3,2,17,3,7,7,0,7,1,3,2,2,2,1,2,True,2,4,3,34,18,3,0.0,1.0,0,15.283333333333331,13,1,0.0434782608695652,1
1233,Elizabeth Martinez,elizabeth_martinez,False,30,True,1,16,33,793,3811,2862,12,1,1,1,0,0,1,10,2,10,0,0,8,1,1,2,3,2,1,1,True,1,3,3,22,10,4,0.0,0.0,2,16.75,11,1,0.0434782608695652,2
1234,John Smith,john_smith,False,47,True,1,2,87,543,3536,4978,11,2,0,0,1,3,7,4,3,1,0,0,0,1,2,2,1,2,3,0,True,2,2,4,31,10,3,0.0,0.0,2,21.633333333333333,8,1,0.0434782608695652,1
1235,Barbara Martinez,barbara_martinez,False,46,True,0,2,74,1277,5596,10368,12,3,0,1,1,2,4,13,5,10,6,0,3,1,2,2,3,2,1,1,True,4,4,3,58,21,3,0.0,0.6,2,12.133333333333333,15,2,0.0869565217391304,2
1236,Robert Davis,robert_davis,True,36,True,0,13,96,1456,8658,6134,13,2,0,1,1,4,5,16,3,2,2,2,2,3,1,1,0,2,1,2,True,5,2,3,30,11,4,1.0,1.0,2,18.266666666666666,11,2,0.0869565217391304,2
1237,Robert Martinez,robert_martinez,True,32,True,2,1,34,964,12147,6735,15,2,0,1,1,1,6,10,2,0,0,0,0,0,0,0,1,2,1,2,True,3,2,3,22,8,4,0.0,0.0,1,17.15,9,1,0.0434782608695652,1
1238,Jennifer Miller,jennifer_miller,False,23,False,2,4,51,160,12862,3295,13,1,2,1,0,0,1,3,3,3,2,1,2,0,2,2,1,2,2,0,True,2,3,3,43,20,3,0.333,0.667,2,23.05,9,1,0.0434782608695652,1
1239,James Brown,james_brown,False,31,False,2,24,30,163,6670,5238,20,2,3,2,0,0,2,9,3,5,4,1,4,0,3,2,3,3,3,1,True,2,3,4,44,20,3,0.2,0.8,1,20.08333333333333,10,1,0.0434782608695652,1
1240,David Miller,david_miller,False,39,True,1,1,77,792,8989,6472,15,2,2,0,0,2,1,9,2,9,8,5,8,1,3,2,3,2,3,2,True,4,3,3,21,8,4,0.556,0.889,0,18.516666666666666,11,1,0.0434782608695652,1
1241,William Brown,william_brown,False,32,True,1,19,80,371,3840,9610,13,3,0,1,1,2,3,10,2,4,3,0,2,1,3,0,2,2,2,0,True,2,2,3,24,8,4,0.0,0.75,1,19.83333333333333,10,2,0.0869565217391304,2
1242,William Smith,william_smith,False,40,True,2,7,88,611,4349,19833,14,5,5,1,1,3,1,21,3,21,8,12,8,0,1,2,1,2,1,1,True,3,1,2,45,16,3,0.571,0.381,2,23.71666666666667,9,1,0.0434782608695652,1
1243,Robert Martinez,robert_martinez,False,45,False,1,4,56,176,6595,9756,21,3,8,1,2,2,4,9,2,5,0,0,3,2,2,0,2,3,2,3,True,1,2,4,17,10,4,0.0,0.0,0,21.633333333333333,11,2,0.0869565217391304,2
1244,Michael Brown,michael_brown,False,30,False,2,2,78,1312,26427,4968,16,1,1,2,0,3,0,10,2,9,7,0,7,0,3,1,0,2,3,2,True,2,1,3,30,13,4,0.0,0.778,1,18.816666666666663,10,1,0.0434782608695652,2
1245,Michael Smith,michael_smith,False,24,True,1,10,59,897,2097,2145,14,1,8,2,2,2,0,3,2,2,2,2,1,1,0,2,3,2,3,2,True,2,3,4,20,11,4,1.0,1.0,1,24.4,12,1,0.0434782608695652,2
1246,Michael Davis,michael_davis,True,30,False,0,8,66,600,9732,2180,11,1,8,2,2,2,6,6,0,4,2,1,2,1,2,1,3,2,2,1,True,2,3,3,0,0,5,0.25,0.5,1,22.766666666666666,12,2,0.0869565217391304,2
1247,Elizabeth Rodriguez,elizabeth_rodriguez,False,31,True,1,5,51,1003,20943,8346,19,2,0,1,1,2,1,6,3,5,2,0,2,1,0,2,2,2,2,2,True,2,3,3,38,17,3,0.0,0.4,0,20.266666666666666,9,1,0.0434782608695652,1
1248,Mary Miller,mary_miller,False,27,False,2,8,67,1054,6152,3445,11,1,1,1,0,2,1,6,5,6,2,1,4,0,2,2,3,2,2,1,True,2,3,4,62,32,2,0.167,0.333,1,15.9,12,1,0.0434782608695652,2
